date,open,high,low,close,volume,dollar_volume,trade_count,sources
2010-11-15T14:30:00.000Z,0.520000,0.520000,0.520000,0.520000,5000,2600.00,1,yahoo-finance
2010-11-16T14:30:00.000Z,0.520000,0.520000,0.520000,0.520000,0,0.00,1,yahoo-finance
2010-11-17T14:30:00.000Z,0.580000,0.580000,0.580000,0.580000,2700,1566.00,1,yahoo-finance
2010-11-18T14:30:00.000Z,0.560000,0.560000,0.560000,0.560000,22200,12432.00,1,yahoo-finance
2010-11-19T14:30:00.000Z,0.500000,0.500000,0.500000,0.500000,8200,4100.00,1,yahoo-finance
2010-11-22T14:30:00.000Z,0.500000,0.500000,0.500000,0.500000,1000,500.00,1,yahoo-finance
2010-11-23T14:30:00.000Z,0.400000,0.400000,0.400000,0.400000,20200,8080.00,1,yahoo-finance
2010-11-24T14:30:00.000Z,0.490000,0.490000,0.490000,0.490000,43000,21070.00,1,yahoo-finance
2010-11-26T14:30:00.000Z,0.490000,0.490000,0.490000,0.490000,0,0.00,1,yahoo-finance
2010-11-29T14:30:00.000Z,0.490000,0.490000,0.490000,0.490000,800,392.00,1,yahoo-finance
2010-11-30T14:30:00.000Z,0.490000,0.490000,0.490000,0.490000,0,0.00,1,yahoo-finance
2010-12-01T14:30:00.000Z,0.490000,0.490000,0.490000,0.490000,11000,5390.00,1,yahoo-finance
2010-12-02T14:30:00.000Z,0.490000,0.490000,0.490000,0.490000,0,0.00,1,yahoo-finance
2010-12-03T14:30:00.000Z,0.490000,0.490000,0.490000,0.490000,0,0.00,1,yahoo-finance
2010-12-06T14:30:00.000Z,0.550000,0.550000,0.550000,0.550000,1500,825.00,1,yahoo-finance
2010-12-07T14:30:00.000Z,0.550000,0.550000,0.550000,0.550000,0,0.00,1,yahoo-finance
2010-12-08T14:30:00.000Z,0.430000,0.430000,0.430000,0.430000,16900,7267.00,1,yahoo-finance
2010-12-09T14:30:00.000Z,0.430000,0.430000,0.430000,0.430000,0,0.00,1,yahoo-finance
2010-12-10T14:30:00.000Z,0.430000,0.430000,0.430000,0.430000,8100,3483.00,1,yahoo-finance
2010-12-13T14:30:00.000Z,0.430000,0.430000,0.430000,0.430000,0,0.00,1,yahoo-finance
2010-12-14T14:30:00.000Z,0.470000,0.470000,0.470000,0.470000,2300,1081.00,1,yahoo-finance
2010-12-15T14:30:00.000Z,0.500000,0.500000,0.500000,0.500000,3500,1750.00,1,yahoo-finance
2010-12-16T14:30:00.000Z,0.500000,0.500000,0.500000,0.500000,0,0.00,1,yahoo-finance
2010-12-17T14:30:00.000Z,0.500000,0.500000,0.500000,0.500000,800,400.00,1,yahoo-finance
2010-12-20T14:30:00.000Z,0.500000,0.500000,0.500000,0.500000,20000,10000.00,1,yahoo-finance
2010-12-21T14:30:00.000Z,0.500000,0.500000,0.500000,0.500000,300,150.00,1,yahoo-finance
2010-12-22T14:30:00.000Z,0.500000,0.500000,0.500000,0.500000,0,0.00,1,yahoo-finance
2010-12-23T14:30:00.000Z,0.400000,0.400000,0.400000,0.400000,54200,21680.00,1,yahoo-finance
2010-12-27T14:30:00.000Z,0.400000,0.400000,0.400000,0.400000,2000,800.00,1,yahoo-finance
2010-12-28T14:30:00.000Z,0.400000,0.400000,0.400000,0.400000,0,0.00,1,yahoo-finance
2010-12-29T14:30:00.000Z,0.400000,0.400000,0.400000,0.400000,12000,4800.00,1,yahoo-finance
2010-12-30T14:30:00.000Z,0.400000,0.400000,0.400000,0.400000,4000,1600.00,1,yahoo-finance
2010-12-31T14:30:00.000Z,0.400000,0.400000,0.400000,0.400000,1300,520.00,1,yahoo-finance
2011-01-03T14:30:00.000Z,0.380000,0.380000,0.380000,0.380000,1100,418.00,1,yahoo-finance
2011-01-04T14:30:00.000Z,0.300000,0.300000,0.300000,0.300000,49800,14940.00,1,yahoo-finance
2011-01-05T14:30:00.000Z,0.320000,0.320000,0.320000,0.320000,53700,17184.00,1,yahoo-finance
2011-01-06T14:30:00.000Z,0.350000,0.350000,0.350000,0.350000,24000,8400.00,1,yahoo-finance
2011-01-07T14:30:00.000Z,0.350000,0.350000,0.350000,0.350000,5200,1820.00,1,yahoo-finance
2011-01-10T14:30:00.000Z,0.350000,0.350000,0.350000,0.350000,39200,13720.00,1,yahoo-finance
2011-01-11T14:30:00.000Z,0.310000,0.310000,0.310000,0.310000,5000,1550.00,1,yahoo-finance
2011-01-12T14:30:00.000Z,0.300000,0.300000,0.300000,0.300000,13500,4050.00,1,yahoo-finance
2011-01-13T14:30:00.000Z,0.300000,0.300000,0.300000,0.300000,16000,4800.00,1,yahoo-finance
2011-01-14T14:30:00.000Z,0.300000,0.300000,0.300000,0.300000,95100,28530.00,1,yahoo-finance
2011-01-18T14:30:00.000Z,0.300000,0.300000,0.300000,0.300000,233200,69960.00,1,yahoo-finance
2011-01-19T14:30:00.000Z,0.300000,0.300000,0.300000,0.300000,52200,15660.00,1,yahoo-finance
2011-01-20T14:30:00.000Z,0.240000,0.240000,0.240000,0.240000,150800,36192.00,1,yahoo-finance
2011-01-21T14:30:00.000Z,0.250000,0.250000,0.250000,0.250000,45900,11475.00,1,yahoo-finance
2011-01-24T14:30:00.000Z,0.250000,0.250000,0.250000,0.250000,120200,30050.00,1,yahoo-finance
2011-01-25T14:30:00.000Z,0.230000,0.230000,0.230000,0.230000,20200,4646.00,1,yahoo-finance
2011-01-26T14:30:00.000Z,0.240000,0.240000,0.240000,0.240000,5000,1200.00,1,yahoo-finance
2011-01-27T14:30:00.000Z,0.240000,0.240000,0.240000,0.240000,121000,29040.00,1,yahoo-finance
2011-01-28T14:30:00.000Z,0.240000,0.240000,0.240000,0.240000,0,0.00,1,yahoo-finance
2011-01-31T14:30:00.000Z,0.220000,0.220000,0.220000,0.220000,26000,5720.00,1,yahoo-finance
2011-02-01T14:30:00.000Z,0.210000,0.210000,0.210000,0.210000,20100,4221.00,1,yahoo-finance
2011-02-02T14:30:00.000Z,0.220000,0.220000,0.220000,0.220000,122100,26862.00,1,yahoo-finance
2011-02-03T14:30:00.000Z,0.210000,0.210000,0.210000,0.210000,2600,546.00,1,yahoo-finance
2011-02-04T14:30:00.000Z,0.210000,0.210000,0.210000,0.210000,10000,2100.00,1,yahoo-finance
2011-02-07T14:30:00.000Z,0.210000,0.210000,0.210000,0.210000,900,189.00,1,yahoo-finance
2011-02-08T14:30:00.000Z,0.190000,0.190000,0.190000,0.190000,4200,798.00,1,yahoo-finance
2011-02-09T14:30:00.000Z,0.210000,0.210000,0.210000,0.210000,37500,7875.00,1,yahoo-finance
2011-02-10T14:30:00.000Z,0.210000,0.210000,0.210000,0.210000,5100,1071.00,1,yahoo-finance
2011-02-11T14:30:00.000Z,0.210000,0.210000,0.210000,0.210000,2400,504.00,1,yahoo-finance
2011-02-14T14:30:00.000Z,0.210000,0.210000,0.210000,0.210000,0,0.00,1,yahoo-finance
2011-02-15T14:30:00.000Z,0.200000,0.200000,0.200000,0.200000,5000,1000.00,1,yahoo-finance
2011-02-16T14:30:00.000Z,0.220000,0.220000,0.220000,0.220000,500,110.00,1,yahoo-finance
2011-02-17T14:30:00.000Z,0.210000,0.210000,0.210000,0.210000,25000,5250.00,1,yahoo-finance
2011-02-18T14:30:00.000Z,0.210000,0.210000,0.210000,0.210000,0,0.00,1,yahoo-finance
2011-02-22T14:30:00.000Z,0.210000,0.210000,0.210000,0.210000,0,0.00,1,yahoo-finance
2011-02-23T14:30:00.000Z,0.210000,0.210000,0.210000,0.210000,0,0.00,1,yahoo-finance
2011-02-24T14:30:00.000Z,0.220000,0.220000,0.220000,0.220000,206200,45364.00,1,yahoo-finance
2011-02-25T14:30:00.000Z,0.280000,0.280000,0.280000,0.280000,74000,20720.00,1,yahoo-finance
2011-02-28T14:30:00.000Z,0.270000,0.270000,0.270000,0.270000,31300,8451.00,1,yahoo-finance
2011-03-01T14:30:00.000Z,0.280000,0.280000,0.280000,0.280000,3500,980.00,1,yahoo-finance
